Age,BusinessTravel,DailyRate,Department,DistanceFromHome,JobLevel,HourlyRate,JobRole,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,training,JobSatisfaction,PerformanceRating,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
45,Travel_Rarely,1310,Human Resources,23,4,147,Manager,Human Resources,3,M,2,1,4,4,Single,8,No,14,3,2,29,3,14,6,7,14,No
27,Travel_Rarely,1108,Research & Development,46,2,69,Human Resources,Sales,1,F,3,6,4,2,Married,7,No,11,2,0,26,3,17,2,4,13,Yes
53,Travel_Frequently,1243,Human Resources,9,4,135,Research Scientist,Human Resources,1,M,4,2,2,4,Married,4,No,20,2,3,21,1,32,7,3,13,No
60,Non-Travel,621,Research & Development,26,4,103,Manager,Other,3,M,3,2,4,3,Married,0,No,15,2,3,4,2,39,20,13,8,No
18,Non-Travel,791,Human Resources,49,4,135,Research Director,Other,3,F,4,0,4,1,Single,2,No,23,1,2,5,3,27,3,11,0,No
56,Non-Travel,1312,Sales,34,3,57,Manufacturing Director,Life Sciences,1,M,4,4,4,3,Single,1,No,21,2,2,38,3,17,6,13,17,No
18,Non-Travel,753,Research & Development,49,3,145,Research Scientist,Sales,1,M,1,5,4,3,Married,1,No,22,3,2,4,2,5,20,5,0,No
53,Non-Travel,1222,Research & Development,1,5,90,Manager,Technical Degree,3,M,3,6,4,3,Single,4,No,15,1,2,1,4,15,2,14,17,Yes
28,Travel_Rarely,151,Sales,38,3,67,Sales Representative,Technical Degree,2,M,3,5,3,1,Married,6,No,24,4,2,10,3,29,1,6,6,No
22,Non-Travel,258,Human Resources,15,5,80,Manager,Medical,1,M,4,5,2,1,Married,8,No,12,2,2,32,2,11,4,12,15,No
27,Non-Travel,1462,Human Resources,46,3,100,Manager,Technical Degree,4,F,1,5,2,3,Married,4,No,25,1,2,28,3,21,16,5,0,Yes
58,Travel_Frequently,664,Research & Development,36,1,72,Healthcare Representative,Other,1,F,1,6,3,2,Single,1,No,20,3,0,14,2,9,10,2,7,Yes
23,Travel_Frequently,213,Human Resources,50,2,89,Research Director,Life Sciences,4,F,3,6,2,1,Single,2,No,13,1,1,25,2,17,19,4,17,Yes
28,Non-Travel,179,Research & Development,48,1,39,Healthcare Representative,Sales,1,F,1,3,2,1,Married,8,No,19,2,1,4,1,29,1,7,9,No
30,Travel_Rarely,1367,Human Resources,18,3,126,Research Scientist,Other,4,M,3,3,2,3,Married,7,No,23,4,2,19,4,31,19,5,9,No
47,Travel_Frequently,754,Research & Development,41,3,108,Manufacturing Director,Other,2,F,2,4,2,2,Married,1,No,23,1,2,33,2,13,11,10,2,Yes
57,Travel_Frequently,1138,Human Resources,31,4,61,Laboratory Technician,Other,4,M,1,2,1,3,Single,3,No,16,2,3,23,2,30,16,14,1,Yes
49,Non-Travel,327,Sales,43,3,105,Research Director,Other,3,M,1,2,1,4,Single,7,No,12,2,1,5,2,35,0,13,1,No
40,Non-Travel,362,Human Resources,9,1,52,Sales Representative,Other,3,F,1,6,3,2,Single,7,No,11,1,1,5,1,39,0,4,3,No
21,Travel_Frequently,1094,Research & Development,2,2,132,Sales Executive,Technical Degree,3,F,2,1,2,2,Married,2,No,19,4,0,34,3,1,17,8,17,Yes
19,Travel_Frequently,204,Sales,49,3,39,Laboratory Technician,Life Sciences,1,M,2,6,3,1,Single,2,No,23,1,1,17,1,15,10,6,1,Yes
53,Travel_Frequently,1191,Human Resources,49,2,130,Research Director,Life Sciences,3,M,1,5,4,1,Single,1,No,23,3,0,5,1,30,6,10,8,Yes
23,Travel_Rarely,1128,Sales,44,2,56,Sales Representative,Other,1,M,4,3,1,4,Single,8,No,18,2,1,12,1,6,6,0,8,No
31,Travel_Rarely,831,Sales,25,3,124,Sales Executive,Technical Degree,3,F,3,5,1,1,Single,3,No,18,3,2,31,2,31,12,6,7,Yes
47,Non-Travel,956,Research & Development,8,4,62,Sales Executive,Medical,2,F,4,1,3,4,Single,2,No,21,2,3,13,1,14,15,11,7,No
53,Travel_Frequently,600,Human Resources,34,5,65,Manufacturing Director,Other,3,M,2,5,4,4,Married,2,No,22,1,2,33,4,14,2,1,11,No
58,Travel_Frequently,873,Human Resources,27,2,146,Research Director,Other,2,M,3,2,3,4,Married,6,No,14,4,1,12,3,32,5,9,11,Yes
56,Travel_Rarely,767,Sales,3,5,146,Research Scientist,Technical Degree,3,M,1,2,4,4,Married,7,No,23,4,3,16,3,20,8,13,17,No
33,Travel_Frequently,1437,Sales,22,4,129,Research Scientist,Technical Degree,1,F,4,6,1,3,Married,5,No,22,4,3,24,4,21,9,14,0,No
37,Travel_Frequently,258,Sales,18,1,107,Laboratory Technician,Human Resources,1,M,2,5,2,2,Single,0,No,10,2,0,0,2,23,1,15,17,No
57,Travel_Rarely,389,Human Resources,5,2,136,Manager,Sales,3,F,3,1,3,4,Married,0,No,15,3,0,14,2,15,3,10,16,No
57,Travel_Frequently,872,Human Resources,16,1,52,Laboratory Technician,Life Sciences,4,F,4,1,2,3,Single,1,No,25,4,1,2,4,20,18,11,4,No
30,Non-Travel,1146,Research & Development,1,3,79,Sales Representative,Life Sciences,3,F,4,3,2,4,Married,3,No,14,2,2,21,4,28,4,15,2,No
47,Travel_Frequently,1147,Research & Development,34,1,102,Healthcare Representative,Human Resources,2,M,2,4,1,1,Single,4,No,10,4,0,22,4,17,8,8,16,No
23,Travel_Rarely,1324,Sales,17,1,122,Sales Representative,Technical Degree,1,F,2,1,2,1,Married,4,No,14,2,0,14,1,10,6,11,11,No
32,Travel_Frequently,995,Research & Development,24,1,59,Laboratory Technician,Human Resources,4,F,2,6,3,3,Married,1,No,12,3,1,32,1,34,17,0,14,No
25,Non-Travel,1300,Research & Development,26,1,139,Laboratory Technician,Sales,2,F,2,1,3,1,Single,7,No,25,1,1,34,1,5,2,14,10,No
45,Travel_Frequently,371,Sales,15,5,112,Sales Executive,Medical,2,F,2,4,1,4,Single,3,No,13,3,3,26,2,6,11,0,14,Yes
51,Non-Travel,579,Sales,47,3,38,Sales Representative,Medical,2,F,3,6,4,4,Single,0,No,23,3,2,2,1,17,17,13,8,Yes
39,Travel_Frequently,1294,Human Resources,30,2,73,Manager,Sales,2,M,4,0,3,4,Single,8,No,21,4,1,13,1,21,12,12,2,No
20,Travel_Rarely,737,Research & Development,44,5,130,Sales Executive,Medical,4,M,3,3,4,2,Single,6,No,24,2,3,31,4,40,10,10,1,No
25,Travel_Frequently,319,Human Resources,29,3,116,Manufacturing Director,Medical,2,F,3,4,4,3,Married,2,No,24,1,2,30,1,37,13,7,8,No
25,Travel_Rarely,1110,Sales,16,5,36,Manufacturing Director,Life Sciences,2,M,1,6,3,3,Married,5,No,22,2,3,14,1,18,16,6,7,Yes
58,Travel_Rarely,1479,Research & Development,43,5,43,Sales Executive,Medical,4,F,1,0,2,2,Single,1,No,10,3,2,12,4,13,5,4,8,No
38,Travel_Rarely,1024,Sales,30,2,63,Research Scientist,Sales,3,M,2,0,1,4,Single,0,No,14,4,0,40,1,1,7,14,7,No
45,Travel_Rarely,636,Sales,49,2,61,Manager,Other,1,F,3,1,3,1,Single,6,No,17,3,0,13,1,28,5,3,1,No
57,Travel_Rarely,1226,Research & Development,11,3,145,Research Scientist,Medical,3,F,4,4,4,1,Married,2,No,13,3,2,6,4,38,0,11,7,Yes
21,Travel_Rarely,723,Sales,14,2,56,Healthcare Representative,Medical,4,M,2,0,4,1,Single,6,No,10,3,1,12,1,8,4,6,13,No
42,Non-Travel,1240,Human Resources,34,3,69,Sales Executive,Medical,3,F,3,5,2,2,Married,5,No,25,2,1,22,1,3,8,4,5,Yes
34,Travel_Rarely,924,Research & Development,2,1,66,Laboratory Technician,Other,4,M,4,5,4,2,Married,8,No,22,3,0,21,2,27,16,2,1,No
36,Travel_Rarely,284,Research & Development,33,1,35,Laboratory Technician,Sales,3,F,3,2,1,2,Married,3,No,20,4,1,25,4,3,7,15,15,Yes
20,Travel_Frequently,969,Sales,22,5,63,Research Director,Other,3,F,1,2,1,4,Single,4,No,17,3,3,2,2,13,14,4,5,No
46,Travel_Frequently,823,Sales,8,4,126,Sales Executive,Technical Degree,1,F,3,3,2,2,Married,1,No,22,1,3,36,1,38,7,2,15,Yes
48,Non-Travel,339,Research & Development,46,3,96,Sales Representative,Medical,1,F,3,6,4,1,Single,7,No,25,1,1,19,4,21,13,15,8,Yes
48,Travel_Rarely,1467,Research & Development,39,2,45,Sales Representative,Human Resources,2,F,1,5,3,2,Married,7,No,24,1,0,3,4,21,14,10,9,Yes
40,Travel_Frequently,1053,Sales,35,2,116,Manager,Other,2,F,1,2,1,3,Single,6,No,12,2,0,14,4,1,18,5,4,No
19,Travel_Rarely,194,Research & Development,30,3,79,Manufacturing Director,Other,3,M,2,1,1,2,Single,5,No,21,2,2,12,3,40,8,14,13,Yes
43,Travel_Rarely,1191,Human Resources,9,1,125,Sales Representative,Technical Degree,4,M,4,5,2,3,Married,5,No,11,3,0,20,4,23,9,7,14,No
26,Travel_Frequently,565,Sales,27,5,37,Human Resources,Life Sciences,2,M,1,0,2,1,Married,2,No,18,3,2,4,1,8,12,9,7,Yes
19,Travel_Frequently,372,Sales,2,5,127,Manufacturing Director,Medical,1,F,4,1,4,4,Married,8,No,22,3,3,22,4,13,7,7,3,Yes
35,Non-Travel,635,Research & Development,39,4,66,Research Director,Life Sciences,1,F,4,5,3,3,Married,5,No,16,3,3,14,2,31,17,10,2,No
35,Travel_Rarely,835,Research & Development,9,1,77,Laboratory Technician,Human Resources,2,M,2,6,4,3,Married,5,No,18,1,0,37,1,15,19,4,17,No
56,Travel_Frequently,746,Sales,28,5,97,Sales Executive,Technical Degree,3,M,4,6,4,4,Single,3,No,19,4,3,17,4,16,13,1,13,Yes
44,Non-Travel,204,Research & Development,16,1,89,Human Resources,Life Sciences,3,F,3,6,2,1,Single,3,No,23,3,0,31,3,35,17,14,14,Yes
32,Travel_Frequently,418,Human Resources,13,1,39,Laboratory Technician,Life Sciences,4,M,2,5,4,3,Single,7,No,13,3,0,6,1,26,5,11,2,No
45,Travel_Frequently,423,Sales,10,3,46,Laboratory Technician,Life Sciences,4,F,2,1,1,1,Married,3,No,18,4,2,35,4,14,0,14,5,Yes
44,Non-Travel,153,Sales,17,5,117,Research Director,Sales,2,M,4,2,1,3,Married,0,No,11,3,2,2,2,40,3,9,0,Yes
43,Travel_Frequently,277,Human Resources,17,3,128,Manufacturing Director,Life Sciences,4,F,2,3,3,3,Married,8,No,22,2,2,29,3,0,7,14,7,No
60,Travel_Rarely,170,Sales,29,4,40,Sales Representative,Medical,4,F,2,3,2,3,Married,2,No,21,2,3,24,1,10,12,0,4,Yes
23,Travel_Rarely,1085,Human Resources,19,4,108,Manager,Life Sciences,3,F,3,5,2,1,Single,0,No,10,1,2,26,4,14,17,15,17,Yes
55,Non-Travel,649,Human Resources,28,3,111,Manufacturing Director,Life Sciences,3,M,4,6,3,3,Married,2,No,15,3,1,28,3,19,12,15,11,No
33,Non-Travel,840,Research & Development,20,3,116,Sales Executive,Life Sciences,1,F,2,2,3,1,Single,5,No,14,2,2,28,4,34,9,4,14,Yes
45,Travel_Frequently,843,Sales,42,5,33,Manager,Technical Degree,3,F,1,5,2,3,Single,2,No,18,4,2,23,1,30,4,11,11,Yes
41,Travel_Frequently,1392,Research & Development,41,3,94,Sales Executive,Medical,3,F,2,0,4,1,Single,7,No,20,4,1,37,3,3,9,4,4,No
29,Travel_Frequently,1287,Human Resources,35,2,122,Sales Executive,Other,1,F,3,1,3,1,Married,0,No,19,1,1,4,1,12,5,7,17,Yes
31,Travel_Rarely,629,Human Resources,9,5,95,Manufacturing Director,Life Sciences,4,M,1,4,2,2,Married,1,No,20,1,3,9,3,29,0,2,0,No
36,Travel_Frequently,481,Research & Development,20,1,137,Human Resources,Human Resources,1,F,4,5,3,3,Married,6,No,25,3,0,37,1,25,6,10,2,No
37,Travel_Rarely,724,Research & Development,18,3,48,Healthcare Representative,Other,3,F,2,3,1,2,Married,6,No,10,2,2,18,4,33,7,12,8,Yes
56,Travel_Rarely,116,Sales,24,4,149,Research Director,Medical,4,F,3,0,2,2,Single,8,No,24,1,2,27,1,4,8,3,8,No
39,Non-Travel,1103,Human Resources,28,4,65,Human Resources,Medical,3,F,3,0,3,4,Single,7,No,23,3,2,17,3,40,10,13,6,Yes
33,Non-Travel,436,Research & Development,6,2,145,Research Director,Technical Degree,4,M,3,3,1,1,Married,8,No,24,3,0,29,4,39,17,12,4,Yes
35,Non-Travel,1215,Human Resources,44,4,138,Manager,Human Resources,3,M,2,6,3,3,Single,1,No,21,2,3,0,2,25,14,8,2,No
45,Travel_Rarely,788,Sales,31,3,90,Manager,Other,1,F,2,4,2,1,Married,6,No,13,2,1,3,1,24,15,12,16,Yes
19,Travel_Rarely,1008,Human Resources,34,5,93,Manager,Life Sciences,2,F,2,4,1,3,Married,0,No,25,3,3,0,1,39,9,3,8,No
21,Travel_Rarely,139,Sales,42,2,75,Human Resources,Human Resources,4,F,1,4,2,3,Married,8,No,15,4,1,11,1,27,8,12,11,Yes
19,Travel_Rarely,498,Sales,38,4,83,Sales Executive,Life Sciences,2,F,4,4,2,3,Married,6,No,22,3,2,25,1,5,1,4,10,Yes
57,Non-Travel,663,Human Resources,7,2,68,Research Scientist,Medical,3,F,2,1,4,2,Single,7,No,10,3,0,14,2,11,15,15,16,Yes
45,Non-Travel,761,Human Resources,48,3,78,Manufacturing Director,Life Sciences,1,M,3,3,1,1,Single,4,No,21,1,2,31,4,13,20,15,12,No
43,Travel_Frequently,1306,Human Resources,26,1,106,Laboratory Technician,Other,4,M,3,0,1,1,Single,4,No,13,2,1,28,1,36,18,12,10,Yes
44,Travel_Rarely,333,Research & Development,28,4,141,Sales Executive,Technical Degree,1,M,4,0,1,1,Single,3,No,18,4,3,37,2,16,3,12,2,No
25,Travel_Frequently,550,Human Resources,2,2,37,Healthcare Representative,Other,4,F,1,5,2,4,Married,2,No,24,2,0,14,1,3,2,15,3,No
41,Travel_Rarely,503,Human Resources,23,5,86,Sales Executive,Medical,2,M,3,6,1,4,Married,7,No,12,2,2,11,3,28,9,2,11,No
29,Non-Travel,341,Human Resources,16,5,50,Research Scientist,Life Sciences,2,F,2,5,3,3,Married,5,No,24,1,2,37,1,34,18,7,16,No
52,Travel_Frequently,1063,Sales,22,2,149,Manufacturing Director,Technical Degree,4,F,2,0,1,4,Single,6,No,15,4,0,35,1,31,20,14,5,No
36,Travel_Rarely,508,Human Resources,33,2,89,Research Scientist,Sales,1,F,3,4,3,4,Married,6,No,18,4,0,39,1,3,13,1,2,No
56,Travel_Frequently,808,Sales,5,3,39,Sales Representative,Medical,3,F,4,1,3,4,Single,0,No,18,4,1,4,1,23,14,0,8,No
58,Non-Travel,638,Sales,24,2,74,Healthcare Representative,Life Sciences,1,M,2,3,4,3,Single,3,No,15,3,1,24,1,12,19,3,6,Yes
56,Non-Travel,189,Sales,1,3,36,Healthcare Representative,Medical,3,F,2,0,3,2,Single,8,No,11,1,1,27,3,28,3,10,6,No
34,Travel_Rarely,609,Human Resources,50,3,121,Research Director,Medical,2,M,2,6,4,2,Single,1,No,15,2,1,5,2,17,6,6,17,Yes
20,Travel_Frequently,715,Sales,50,3,74,Human Resources,Life Sciences,2,M,4,1,1,1,Married,7,No,14,1,2,28,4,3,3,4,13,Yes
36,Non-Travel,1160,Sales,3,5,132,Manufacturing Director,Human Resources,4,F,2,2,2,4,Married,0,No,21,4,3,37,2,7,10,5,4,No
42,Travel_Rarely,1219,Sales,45,3,50,Laboratory Technician,Human Resources,3,F,1,1,1,1,Single,3,No,15,2,2,15,1,32,0,10,15,Yes
25,Travel_Frequently,522,Sales,19,1,110,Laboratory Technician,Technical Degree,1,F,2,2,1,4,Married,5,No,17,3,0,37,2,35,4,11,0,No
18,Non-Travel,1271,Human Resources,33,4,104,Research Director,Life Sciences,4,M,2,6,1,4,Single,1,No,18,4,2,40,2,34,15,1,8,No
35,Travel_Frequently,976,Research & Development,14,5,148,Research Scientist,Other,2,F,1,3,4,1,Married,7,No,17,3,2,39,1,21,17,14,16,Yes
60,Travel_Frequently,1422,Human Resources,41,5,136,Research Director,Other,1,F,2,3,1,1,Single,0,No,17,1,2,5,4,23,14,3,10,Yes
46,Travel_Rarely,421,Sales,37,4,73,Sales Executive,Other,1,M,4,6,2,3,Single,3,No,18,4,3,25,4,8,13,1,4,Yes
23,Travel_Frequently,639,Human Resources,11,4,37,Human Resources,Other,3,M,1,0,1,2,Married,4,No,21,2,2,30,2,15,16,3,13,Yes
32,Travel_Rarely,1402,Human Resources,8,1,117,Healthcare Representative,Human Resources,2,M,1,2,2,2,Married,4,No,19,2,0,17,3,0,2,6,15,Yes
28,Non-Travel,871,Research & Development,7,2,56,Laboratory Technician,Technical Degree,4,M,2,0,1,4,Married,5,No,12,4,0,19,1,33,16,5,12,Yes
54,Travel_Rarely,237,Sales,11,4,73,Manager,Technical Degree,3,M,4,6,3,4,Married,8,No,23,3,3,14,3,32,6,2,4,Yes
35,Travel_Frequently,623,Research & Development,39,2,111,Sales Executive,Sales,1,F,1,1,1,1,Married,1,No,21,3,0,24,1,13,10,13,4,Yes
54,Non-Travel,760,Sales,38,1,86,Sales Representative,Sales,1,F,4,1,1,4,Married,0,No,18,1,0,0,1,13,2,5,5,No
19,Travel_Rarely,1188,Research & Development,4,1,138,Human Resources,Other,3,M,3,5,1,2,Single,8,No,21,1,1,10,2,33,5,9,13,Yes
37,Travel_Frequently,228,Research & Development,19,5,84,Manufacturing Director,Life Sciences,2,M,2,6,2,2,Single,3,No,23,1,2,25,2,36,18,12,6,No
43,Travel_Rarely,520,Research & Development,30,5,97,Research Director,Human Resources,4,M,1,5,4,3,Single,1,No,19,2,2,8,1,11,16,7,12,No
35,Travel_Frequently,277,Sales,43,2,66,Sales Representative,Other,3,M,3,1,2,3,Single,0,No,10,2,0,39,1,19,16,10,9,Yes
52,Travel_Rarely,1456,Sales,8,4,107,Manufacturing Director,Life Sciences,2,M,1,3,2,3,Single,2,No,22,3,2,20,3,12,5,2,0,No
33,Non-Travel,263,Sales,36,3,133,Research Scientist,Other,3,F,1,6,1,1,Single,6,No,14,4,1,14,3,1,4,14,13,Yes
51,Travel_Frequently,161,Sales,31,3,89,Human Resources,Human Resources,3,M,4,1,4,4,Single,2,No,25,3,2,27,1,30,12,2,4,Yes
32,Travel_Frequently,350,Research & Development,50,3,49,Sales Representative,Life Sciences,4,M,2,6,2,2,Single,7,No,13,2,1,27,3,19,18,5,8,No
31,Non-Travel,952,Sales,18,4,83,Human Resources,Other,3,M,4,6,3,2,Single,3,No,11,2,2,17,3,15,17,10,2,Yes
23,Non-Travel,1255,Sales,43,4,38,Sales Representative,Other,1,M,3,6,1,2,Married,4,No,24,1,3,25,2,17,17,10,10,Yes
55,Travel_Rarely,1235,Human Resources,46,5,65,Human Resources,Sales,4,F,3,4,1,4,Single,8,No,10,2,3,3,3,11,11,2,3,No
56,Travel_Rarely,1259,Research & Development,15,5,83,Human Resources,Life Sciences,3,F,4,4,2,1,Married,3,No,20,1,3,23,3,34,5,8,6,Yes
27,Non-Travel,830,Human Resources,34,2,109,Sales Executive,Human Resources,1,F,2,4,3,3,Married,7,No,19,1,0,29,2,7,6,5,15,No
56,Non-Travel,528,Research & Development,22,5,108,Research Scientist,Medical,2,M,1,2,1,1,Married,8,No,12,1,2,27,2,30,20,9,2,Yes
55,Travel_Rarely,981,Research & Development,16,4,61,Research Scientist,Sales,2,M,2,4,3,3,Single,0,No,19,3,3,7,3,27,15,0,6,No
60,Travel_Frequently,794,Research & Development,8,4,117,Research Scientist,Human Resources,4,M,2,3,3,4,Single,3,No,21,2,2,38,3,35,12,5,10,Yes
30,Non-Travel,474,Research & Development,13,1,91,Sales Representative,Other,4,F,4,4,3,2,Married,8,No,16,2,1,9,1,18,2,5,0,No
55,Travel_Rarely,539,Sales,41,5,30,Manufacturing Director,Other,3,F,4,2,1,4,Single,4,No,14,2,2,36,4,0,19,5,17,No
24,Travel_Rarely,982,Research & Development,36,5,144,Research Director,Sales,3,F,3,4,4,3,Single,6,No,25,3,2,4,4,27,17,7,12,No
26,Non-Travel,118,Research & Development,44,3,54,Sales Executive,Medical,3,F,1,5,3,1,Married,1,No,24,3,1,38,4,24,2,15,5,Yes
51,Travel_Frequently,1174,Research & Development,21,1,45,Laboratory Technician,Technical Degree,4,M,3,3,2,1,Married,0,No,13,2,1,24,3,9,2,13,15,Yes
25,Non-Travel,141,Human Resources,3,1,129,Healthcare Representative,Life Sciences,3,F,3,5,2,4,Single,3,No,25,4,1,5,4,9,20,7,16,Yes
29,Travel_Rarely,169,Sales,5,1,143,Sales Representative,Life Sciences,1,F,1,1,4,2,Married,7,No,10,2,0,39,3,30,6,3,1,No
28,Travel_Rarely,615,Human Resources,15,1,126,Sales Representative,Technical Degree,4,M,2,4,2,2,Single,0,No,15,4,1,20,4,38,19,9,14,No
58,Travel_Frequently,630,Research & Development,30,4,150,Research Director,Medical,4,M,4,2,2,4,Single,3,No,16,4,3,17,3,2,14,10,11,No
25,Travel_Frequently,1283,Human Resources,15,4,80,Sales Executive,Life Sciences,2,M,4,4,4,2,Single,4,No,15,1,2,12,4,22,4,11,3,No
31,Travel_Frequently,1340,Research & Development,31,1,57,Laboratory Technician,Sales,2,F,3,4,4,1,Single,8,No,11,2,1,36,3,24,17,13,2,Yes
41,Travel_Frequently,579,Research & Development,41,1,54,Sales Representative,Technical Degree,3,M,3,6,2,2,Single,6,No,16,2,0,27,3,39,8,7,4,Yes
18,Travel_Frequently,782,Sales,7,1,144,Sales Representative,Other,3,M,1,2,1,4,Married,2,No,12,4,0,26,4,12,17,4,12,Yes
53,Non-Travel,383,Human Resources,6,1,101,Laboratory Technician,Sales,3,F,4,0,2,4,Single,4,No,14,3,0,35,1,1,6,10,8,No
26,Non-Travel,661,Human Resources,37,1,94,Laboratory Technician,Medical,2,F,2,5,4,1,Single,6,No,24,3,1,36,2,28,10,14,12,Yes
57,Travel_Rarely,1173,Research & Development,41,4,146,Manufacturing Director,Medical,3,M,1,4,1,4,Married,6,No,15,3,2,11,4,0,8,1,8,No
39,Non-Travel,487,Research & Development,17,1,70,Sales Representative,Technical Degree,3,F,1,4,1,1,Single,5,No,16,2,1,27,1,17,19,13,6,No
54,Travel_Rarely,637,Research & Development,36,2,105,Research Director,Other,3,M,3,1,1,2,Single,4,No,13,1,0,8,1,27,20,0,13,No
25,Non-Travel,526,Sales,1,1,103,Healthcare Representative,Life Sciences,2,F,1,6,2,3,Single,3,No,10,4,1,34,4,2,15,1,3,No
48,Travel_Rarely,1466,Research & Development,35,4,30,Laboratory Technician,Other,3,M,2,1,2,2,Single,6,No,13,1,3,32,3,22,2,11,5,No
45,Travel_Frequently,1436,Research & Development,34,1,145,Sales Representative,Human Resources,3,M,4,0,4,3,Married,3,No,18,3,1,23,4,28,17,0,17,Yes
18,Travel_Rarely,169,Sales,17,4,36,Healthcare Representative,Sales,4,M,3,5,1,4,Single,0,No,11,3,2,24,2,37,10,6,13,No
60,Travel_Frequently,690,Research & Development,49,1,100,Laboratory Technician,Human Resources,1,F,2,3,2,3,Married,8,No,16,3,0,28,3,36,11,7,9,No
33,Non-Travel,587,Sales,32,3,118,Sales Executive,Technical Degree,1,F,2,6,3,3,Married,5,No,16,4,2,13,3,38,3,8,15,No
49,Non-Travel,1170,Human Resources,3,1,43,Sales Representative,Other,3,F,4,6,4,3,Single,7,No,24,3,1,38,3,20,13,13,14,No
18,Travel_Rarely,173,Sales,38,1,51,Human Resources,Sales,4,M,3,0,2,4,Married,5,No,22,1,1,10,2,21,13,6,14,No
30,Travel_Frequently,108,Research & Development,7,5,103,Research Director,Human Resources,2,M,1,6,4,1,Single,3,No,17,3,2,15,3,17,10,6,6,Yes
44,Travel_Frequently,1475,Sales,17,5,32,Manager,Life Sciences,2,M,3,1,1,2,Single,3,No,12,3,3,9,2,15,14,12,16,Yes
37,Travel_Rarely,1073,Human Resources,1,1,131,Laboratory Technician,Life Sciences,4,F,1,1,2,2,Single,0,No,18,4,0,35,1,13,17,1,11,Yes
59,Non-Travel,156,Sales,50,5,53,Sales Executive,Sales,1,M,1,4,1,4,Single,0,No,16,3,3,23,1,22,13,13,5,No
44,Non-Travel,1473,Sales,2,3,99,Manufacturing Director,Sales,2,M,2,1,3,4,Single,8,No,23,2,1,0,4,29,4,7,5,No
24,Travel_Rarely,599,Research & Development,12,1,98,Healthcare Representative,Sales,4,F,4,0,3,2,Married,3,No,22,1,1,4,4,12,3,7,17,No
18,Travel_Frequently,1073,Human Resources,24,5,125,Manufacturing Director,Sales,3,F,4,5,2,2,Married,4,No,18,4,2,3,3,13,15,3,15,Yes
43,Travel_Frequently,465,Research & Development,4,5,135,Manufacturing Director,Other,1,F,2,6,3,3,Married,8,No,24,3,2,15,4,16,12,15,4,No
58,Travel_Frequently,333,Sales,3,4,51,Manager,Life Sciences,3,M,3,0,2,3,Single,3,No,17,4,2,9,1,4,5,12,1,No
43,Travel_Rarely,195,Research & Development,38,4,112,Research Scientist,Technical Degree,2,M,3,6,2,3,Single,2,No,13,4,2,15,3,2,3,3,12,No
56,Travel_Frequently,587,Sales,24,3,62,Research Scientist,Medical,1,F,3,6,4,3,Single,1,No,12,4,1,11,3,1,11,12,8,No
57,Travel_Rarely,818,Sales,36,3,116,Manager,Life Sciences,4,F,3,1,4,2,Single,1,No,23,2,1,33,2,8,0,1,1,Yes
35,Travel_Frequently,1053,Research & Development,43,5,81,Research Director,Life Sciences,2,F,1,3,3,3,Single,2,No,24,3,3,30,3,12,6,12,1,No
39,Travel_Frequently,597,Research & Development,41,4,106,Research Director,Medical,2,F,2,3,1,1,Married,0,No,11,3,2,37,3,6,7,15,10,No
60,Travel_Rarely,1288,Human Resources,38,2,126,Research Scientist,Life Sciences,2,M,1,0,3,4,Single,5,No,23,4,0,19,4,34,1,8,8,No
40,Non-Travel,311,Research & Development,14,5,82,Manager,Human Resources,3,M,1,2,1,3,Married,0,No,23,3,3,0,2,8,13,4,4,No
26,Travel_Frequently,1074,Research & Development,22,3,148,Sales Executive,Medical,2,M,3,6,3,4,Single,3,No,22,3,2,16,2,6,3,10,4,No
60,Travel_Frequently,612,Human Resources,40,2,39,Laboratory Technician,Medical,3,M,2,2,4,1,Married,7,No,24,1,0,33,3,40,2,10,5,Yes
54,Travel_Rarely,996,Sales,23,1,31,Healthcare Representative,Technical Degree,4,M,1,3,1,3,Married,8,No,16,2,0,32,1,13,13,6,1,Yes
23,Travel_Rarely,665,Sales,21,1,120,Healthcare Representative,Other,3,F,3,2,1,3,Single,4,No,12,2,0,33,2,39,1,0,12,No
19,Travel_Frequently,538,Human Resources,2,5,116,Human Resources,Other,1,M,3,1,3,3,Married,1,No,18,1,2,25,1,26,7,13,15,Yes
48,Travel_Frequently,240,Human Resources,39,4,68,Manager,Medical,1,M,1,2,2,1,Single,8,No,18,1,3,18,2,23,8,11,5,No
42,Travel_Rarely,607,Human Resources,16,2,70,Human Resources,Other,3,F,3,4,3,2,Single,3,No,14,2,1,6,2,20,10,2,4,Yes
